Antall datapunkter: 10201
X: -5.000, Y: -5.000, Z: 50.000, dx: -9.900, dy: -9.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 0.300, Z: 25.090, dx: -9.900, dy: 0.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 0.400, Z: 25.160, dx: -9.900, dy: 0.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 0.500, Z: 25.250, dx: -9.900, dy: 1.100, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 0.600, Z: 25.360, dx: -9.900, dy: 1.300, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 0.700, Z: 25.490, dx: -9.900, dy: 1.500, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 0.800, Z: 25.640, dx: -9.900, dy: 1.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 0.900, Z: 25.810, dx: -9.900, dy: 1.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.000, Z: 26.000, dx: -9.900, dy: 2.100, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.100, Z: 26.210, dx: -9.900, dy: 2.300, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.200, Z: 26.440, dx: -9.900, dy: 2.500, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.300, Z: 26.690, dx: -9.900, dy: 2.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.400, Z: 26.960, dx: -9.900, dy: 2.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.500, Z: 27.250, dx: -9.900, dy: 3.100, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.600, Z: 27.560, dx: -9.900, dy: 3.300, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.700, Z: 27.890, dx: -9.900, dy: 3.500, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.800, Z: 28.240, dx: -9.900, dy: 3.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 1.900, Z: 28.610, dx: -9.900, dy: 3.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.000, Z: 29.000, dx: -9.900, dy: 4.100, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.100, Z: 29.410, dx: -9.900, dy: 4.300, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.200, Z: 29.840, dx: -9.900, dy: 4.500, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.300, Z: 30.290, dx: -9.900, dy: 4.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.400, Z: 30.760, dx: -9.900, dy: 4.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.500, Z: 31.250, dx: -9.900, dy: 5.100, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.600, Z: 31.760, dx: -9.900, dy: 5.300, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.700, Z: 32.290, dx: -9.900, dy: 5.500, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.800, Z: 32.840, dx: -9.900, dy: 5.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 2.900, Z: 33.410, dx: -9.900, dy: 5.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.000, Z: 34.000, dx: -9.900, dy: 6.100, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.100, Z: 34.610, dx: -9.900, dy: 6.300, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.200, Z: 35.240, dx: -9.900, dy: 6.500, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.300, Z: 35.890, dx: -9.900, dy: 6.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.400, Z: 36.560, dx: -9.900, dy: 6.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.500, Z: 37.250, dx: -9.900, dy: 7.100, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.600, Z: 37.960, dx: -9.900, dy: 7.300, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.700, Z: 38.690, dx: -9.900, dy: 7.500, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.800, Z: 39.440, dx: -9.900, dy: 7.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 3.900, Z: 40.210, dx: -9.900, dy: 7.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.000, Z: 41.000, dx: -9.900, dy: 8.100, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.100, Z: 41.810, dx: -9.900, dy: 8.300, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.200, Z: 42.640, dx: -9.900, dy: 8.500, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.300, Z: 43.490, dx: -9.900, dy: 8.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.400, Z: 44.360, dx: -9.900, dy: 8.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.500, Z: 45.250, dx: -9.900, dy: 9.100, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.600, Z: 46.160, dx: -9.900, dy: 9.300, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.700, Z: 47.090, dx: -9.900, dy: 9.500, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.800, Z: 48.040, dx: -9.900, dy: 9.700, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 4.900, Z: 49.010, dx: -9.900, dy: 9.900, r: 1.000, g: 0.000, b: 0.000
X: -5.000, Y: 5.000, Z: 50.000, dx: -9.900, dy: 10.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -5.000, Z: 49.010, dx: -9.700, dy: -9.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.900, Z: 48.020, dx: -9.700, dy: -9.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.800, Z: 47.050, dx: -9.700, dy: -9.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.700, Z: 46.100, dx: -9.700, dy: -9.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.600, Z: 45.170, dx: -9.700, dy: -9.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.500, Z: 44.260, dx: -9.700, dy: -8.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.400, Z: 43.370, dx: -9.700, dy: -8.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.300, Z: 42.500, dx: -9.700, dy: -8.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.200, Z: 41.650, dx: -9.700, dy: -8.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.100, Z: 40.820, dx: -9.700, dy: -8.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -4.000, Z: 40.010, dx: -9.700, dy: -7.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.900, Z: 39.220, dx: -9.700, dy: -7.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.800, Z: 38.450, dx: -9.700, dy: -7.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.700, Z: 37.700, dx: -9.700, dy: -7.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.600, Z: 36.970, dx: -9.700, dy: -7.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.500, Z: 36.260, dx: -9.700, dy: -6.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.400, Z: 35.570, dx: -9.700, dy: -6.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.300, Z: 34.900, dx: -9.700, dy: -6.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.200, Z: 34.250, dx: -9.700, dy: -6.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.100, Z: 33.620, dx: -9.700, dy: -6.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -3.000, Z: 33.010, dx: -9.700, dy: -5.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.900, Z: 32.420, dx: -9.700, dy: -5.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.800, Z: 31.850, dx: -9.700, dy: -5.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.700, Z: 31.300, dx: -9.700, dy: -5.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.600, Z: 30.770, dx: -9.700, dy: -5.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.500, Z: 30.260, dx: -9.700, dy: -4.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.400, Z: 29.770, dx: -9.700, dy: -4.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.300, Z: 29.300, dx: -9.700, dy: -4.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.200, Z: 28.850, dx: -9.700, dy: -4.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.100, Z: 28.420, dx: -9.700, dy: -4.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -2.000, Z: 28.010, dx: -9.700, dy: -3.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.900, Z: 27.620, dx: -9.700, dy: -3.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.800, Z: 27.250, dx: -9.700, dy: -3.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.700, Z: 26.900, dx: -9.700, dy: -3.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.600, Z: 26.570, dx: -9.700, dy: -3.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.500, Z: 26.260, dx: -9.700, dy: -2.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.400, Z: 25.970, dx: -9.700, dy: -2.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.300, Z: 25.700, dx: -9.700, dy: -2.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.200, Z: 25.450, dx: -9.700, dy: -2.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.100, Z: 25.220, dx: -9.700, dy: -2.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -1.000, Z: 25.010, dx: -9.700, dy: -1.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -0.900, Z: 24.820, dx: -9.700, dy: -1.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -0.800, Z: 24.650, dx: -9.700, dy: -1.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -0.700, Z: 24.500, dx: -9.700, dy: -1.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -0.600, Z: 24.370, dx: -9.700, dy: -1.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -0.500, Z: 24.260, dx: -9.700, dy: -0.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -0.400, Z: 24.170, dx: -9.700, dy: -0.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -0.300, Z: 24.100, dx: -9.700, dy: -0.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -0.200, Z: 24.050, dx: -9.700, dy: -0.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: -0.100, Z: 24.020, dx: -9.700, dy: -0.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.000, Z: 24.010, dx: -9.700, dy: 0.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.100, Z: 24.020, dx: -9.700, dy: 0.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.200, Z: 24.050, dx: -9.700, dy: 0.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.300, Z: 24.100, dx: -9.700, dy: 0.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.400, Z: 24.170, dx: -9.700, dy: 0.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.500, Z: 24.260, dx: -9.700, dy: 1.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.600, Z: 24.370, dx: -9.700, dy: 1.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.700, Z: 24.500, dx: -9.700, dy: 1.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.800, Z: 24.650, dx: -9.700, dy: 1.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 0.900, Z: 24.820, dx: -9.700, dy: 1.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.000, Z: 25.010, dx: -9.700, dy: 2.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.100, Z: 25.220, dx: -9.700, dy: 2.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.200, Z: 25.450, dx: -9.700, dy: 2.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.300, Z: 25.700, dx: -9.700, dy: 2.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.400, Z: 25.970, dx: -9.700, dy: 2.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.500, Z: 26.260, dx: -9.700, dy: 3.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.600, Z: 26.570, dx: -9.700, dy: 3.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.700, Z: 26.900, dx: -9.700, dy: 3.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.800, Z: 27.250, dx: -9.700, dy: 3.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 1.900, Z: 27.620, dx: -9.700, dy: 3.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.000, Z: 28.010, dx: -9.700, dy: 4.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.100, Z: 28.420, dx: -9.700, dy: 4.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.200, Z: 28.850, dx: -9.700, dy: 4.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.300, Z: 29.300, dx: -9.700, dy: 4.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.400, Z: 29.770, dx: -9.700, dy: 4.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.500, Z: 30.260, dx: -9.700, dy: 5.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.600, Z: 30.770, dx: -9.700, dy: 5.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.700, Z: 31.300, dx: -9.700, dy: 5.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.800, Z: 31.850, dx: -9.700, dy: 5.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 2.900, Z: 32.420, dx: -9.700, dy: 5.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.000, Z: 33.010, dx: -9.700, dy: 6.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.100, Z: 33.620, dx: -9.700, dy: 6.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.200, Z: 34.250, dx: -9.700, dy: 6.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.300, Z: 34.900, dx: -9.700, dy: 6.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.400, Z: 35.570, dx: -9.700, dy: 6.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.500, Z: 36.260, dx: -9.700, dy: 7.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.600, Z: 36.970, dx: -9.700, dy: 7.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.700, Z: 37.700, dx: -9.700, dy: 7.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.800, Z: 38.450, dx: -9.700, dy: 7.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 3.900, Z: 39.220, dx: -9.700, dy: 7.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.000, Z: 40.010, dx: -9.700, dy: 8.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.100, Z: 40.820, dx: -9.700, dy: 8.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.200, Z: 41.650, dx: -9.700, dy: 8.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.300, Z: 42.500, dx: -9.700, dy: 8.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.400, Z: 43.370, dx: -9.700, dy: 8.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.500, Z: 44.260, dx: -9.700, dy: 9.100, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.600, Z: 45.170, dx: -9.700, dy: 9.300, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.700, Z: 46.100, dx: -9.700, dy: 9.500, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.800, Z: 47.050, dx: -9.700, dy: 9.700, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 4.900, Z: 48.020, dx: -9.700, dy: 9.900, r: 1.000, g: 0.000, b: 0.000
X: -4.900, Y: 5.000, Z: 49.010, dx: -9.700, dy: 10.100, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -5.000, Z: 48.040, dx: -9.500, dy: -9.900, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.900, Z: 47.050, dx: -9.500, dy: -9.700, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.800, Z: 46.080, dx: -9.500, dy: -9.500, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.700, Z: 45.130, dx: -9.500, dy: -9.300, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.600, Z: 44.200, dx: -9.500, dy: -9.100, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.500, Z: 43.290, dx: -9.500, dy: -8.900, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.400, Z: 42.400, dx: -9.500, dy: -8.700, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.300, Z: 41.530, dx: -9.500, dy: -8.500, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.200, Z: 40.680, dx: -9.500, dy: -8.300, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.100, Z: 39.850, dx: -9.500, dy: -8.100, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -4.000, Z: 39.040, dx: -9.500, dy: -7.900, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.900, Z: 38.250, dx: -9.500, dy: -7.700, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.800, Z: 37.480, dx: -9.500, dy: -7.500, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.700, Z: 36.730, dx: -9.500, dy: -7.300, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.600, Z: 36.000, dx: -9.500, dy: -7.100, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.500, Z: 35.290, dx: -9.500, dy: -6.900, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.400, Z: 34.600, dx: -9.500, dy: -6.700, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.300, Z: 33.930, dx: -9.500, dy: -6.500, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.200, Z: 33.280, dx: -9.500, dy: -6.300, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.100, Z: 32.650, dx: -9.500, dy: -6.100, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -3.000, Z: 32.040, dx: -9.500, dy: -5.900, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -2.900, Z: 31.450, dx: -9.500, dy: -5.700, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -2.800, Z: 30.880, dx: -9.500, dy: -5.500, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -2.700, Z: 30.330, dx: -9.500, dy: -5.300, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -2.600, Z: 29.800, dx: -9.500, dy: -5.100, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -2.500, Z: 29.290, dx: -9.500, dy: -4.900, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -2.400, Z: 28.800, dx: -9.500, dy: -4.700, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -2.300, Z: 28.330, dx: -9.500, dy: -4.500, r: 1.000, g: 0.000, b: 0.000
X: -4.800, Y: -2.200, Z: 27.880, dx: -9.500, dy: -4.300, r: 1.000, g: 0.000, b: 0.000
